"DBA","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE"
"giorgio's of gramercy","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",3,"A","07/24/2017"
"hanjan","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","07/24/2017"
"tuome","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Y",10,"A","08/01/2017"
"tuome","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",10,"A","08/01/2017"
"taboon","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",7,"A","08/02/2017"
"taboon","Wiping cloths soiled or not stored in sanitizing solution.","Y",7,"A","08/02/2017"
"bar primi","Hot food item not held at or above 140o F.","Y",12,"A","08/08/2017"
"bar primi","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","08/08/2017"
"bar primi","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",12,"A","08/08/2017"
"the musket room","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","N",13,"A","08/10/2017"
"the musket room","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","08/10/2017"
"the musket room","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",13,"A","08/10/2017"
"aretsky's patroon","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",11,"A","08/16/2017"
"aretsky's patroon","Live roaches present in facility's food and/or non-food areas.","Y",11,"A","08/16/2017"
"periyali","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",13,"A","08/16/2017"
"periyali","Hot food item not held at or above 140o F.","Y",13,"A","08/16/2017"
"feast","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",11,"A","08/21/2017"
"feast","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",11,"A","08/21/2017"
"suzuki","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",3,"A","08/22/2017"
"casa lever","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",12,"A","08/25/2017"
"casa lever","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",12,"A","08/25/2017"
"casa lever","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Y",12,"A","08/25/2017"
"pera soho","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",10,"A","08/28/2017"
"pera soho","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",10,"A","08/28/2017"
"society cafe","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",9,"A","08/31/2017"
"society cafe","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",9,"A","08/31/2017"
"society cafe","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",9,"A","08/31/2017"
"inakaya","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",10,"A","09/08/2017"
"inakaya","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",10,"A","09/08/2017"
"inakaya","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",10,"A","09/08/2017"
"toloache","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",5,"A","09/19/2017"
"becco","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","09/19/2017"
"becco","Food contact surface not properly maintained.","N",12,"A","09/19/2017"
"becco","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",12,"A","09/19/2017"
"becco","Wiping cloths soiled or not stored in sanitizing solution.","Y",12,"A","09/19/2017"
